"Subject"	"X1.a_Debrief"	"X1.b_Debrief"	"X1.c_Debrief"	"X1.d_Debrief"	"X1.e_Debrief"	"X2.a_Debrief"	"X2.b_Debrief"	"X2.c_Debrief"	"X2.d_Debrief"	"X2.e_Debrief"	"X2.f_Debrief"	"X2.g_Debrief"	"X2.h_Debrief"	"Game.play.affect.distraction.time_Debrief"	"Surprise_Debrief"	"Suspected_Debrief"	"Entrant_Debrief"	"Entrant_Distraction_Assignment"	"Entrant_Note_sheet"	"Entrant_Post-Questionnaire"	"Entrant_Writing_Task_Evaluation"	"Assignment_Distraction_Assignment"	"Date_Note_sheet"	"Time_Note_sheet"	"RA_Note_sheet"	"Station_Note_sheet"	"Condition_Note_sheet"	"Game.1_Note_sheet"	"Game.2_Note_sheet"	"Game.3_Note_sheet"	"Game.4_Note_sheet"	"Game.5_Note_sheet"	"Game.6_Note_sheet"	"Good.Session_Note_sheet"	"irritated_Post-Questionnaire"	"happy_Post-Questionnaire"	"angered_Post-Questionnaire"	"helpful_Post-Questionnaire"	"pleased_Post-Questionnaire"	"annoyed_Post-Questionnaire"	"knew.others_Post-Questionnaire"	"knew.partner_Post-Questionnaire"	"easy.nav_Post-Questionnaire"	"excited_Post-Questionnaire"	"engaged_Post-Questionnaire"	"challenging_Post-Questionnaire"	"stressful_Post-Questionnaire"	"violence_Post-Questionnaire"	"diff.nav_Post-Questionnaire"	"reflexes_Post-Questionnaire"	"satisfying_Post-Questionnaire"	"effective_Post-Questionnaire"	"difficult_Post-Questionnaire"	"good.fight_Post-Questionnaire"	"hard.control_Post-Questionnaire"	"mental.effort_Post-Questionnaire"	"comfort.control_Post-Questionnaire"	"exhausting_Post-Questionnaire"	"aggressed_Post-Questionnaire"	"enjoyed_Post-Questionnaire"	"often.played_Post-Questionnaire"	"FPS.experience_Post-Questionnaire"	"FPS.skill_Post-Questionnaire"	"mkb.experience_Post-Questionnaire"	"vg.freq_Post-Questionnaire"	"vg.cumul_Post-Questionnaire"	"gender_Post-Questionnaire"	"age_Post-Questionnaire"	"race_Post-Questionnaire"	"year_Post-Questionnaire"	"GPA_Post-Questionnaire"	"A_Writing_Task_Evaluation"	"B_Writing_Task_Evaluation"	"C_Writing_Task_Evaluation"	"D_Writing_Task_Evaluation"	"E_Writing_Task_Evaluation"	"F_Writing_Task_Evaluation"	"L2d4d_"	"R2d4d_"	"L_ring_length_"	"L_ring_angle_"	"L_index_length_"	"L_index_angle_"	"R_index_length_"	"R_index_angle_"	"R_ring_length_"	"R_ring_angle_"	"nCoders_"	"Violence"	"Difficulty"
"260"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"no"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16181"	"0.625"	"HG"	"2"	"1"	"1"	"359"	"19"	"1038"	"121"	"88"	"Yes"	"4"	"2"	"3"	"7"	"7"	"3"	"Yes"	"No"	"7"	"6"	"6"	"5"	"1"	"2"	"1"	"4"	"6"	"5"	"3"	"5"	"1"	"1"	"7"	"1"	"1"	"6"	"7"	"6"	"5"	"6"	"5"	"6"	"M"	"19"	"5"	"1"	"3.1"	"3"	"0"	"5"	"8"	"8"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"261"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"maybe"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16181"	"0.625"	"JH/LK"	"4"	"1"	"0"	"429"	"14"	"782"	"220"	"0"	"Yes"	"3"	"2"	"4"	"1"	"2"	"3"	"No"	"No"	"7"	"5"	"6"	"2"	"1"	"4"	"2"	"1"	"5"	"5"	"2"	"1"	"2"	"2"	"6"	"2"	"5"	"5"	"2"	"5"	"5"	"4"	"1"	"5"	"M"	"19"	"5"	"1"	"3.94"	"1"	"-9"	"-8"	"1"	"-7"	"-5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"262"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"no"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16182"	"0.625"	"RP"	"4"	"2"	"4"	"368"	"6"	"1377"	"136"	"124"	"No"	"5"	"3"	"1"	"2"	"2"	"2"	"No"	"No"	"7"	"5"	"6"	"7"	"1"	"7"	"1"	"3"	"7"	"7"	"2"	"3"	"1"	"3"	"7"	"2"	"5"	"5"	"2"	"3"	"2"	"5"	"5"	"6"	"M"	"20"	"5"	"2"	"2.9"	"1"	"4"	"6"	NA	"8"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"263"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"no"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16182"	"0.625"	"JC"	"2"	"3"	"0"	"405"	"14"	"1265"	"137"	"0"	"Maybe"	"5"	"4"	"5"	"1"	"1"	"5"	"No"	"No"	"6"	"5"	"6"	"3"	"3"	"2"	"2"	"2"	"4"	"5"	"3"	"2"	"4"	"2"	"6"	"2"	"2"	"4"	"5"	"6"	"6"	"6"	"4"	"6"	"M"	"18"	"5"	"1"	"2.75"	"9"	"3"	"7"	"10"	"2"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"264"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"yes"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16182"	"0.666666666666667"	"RP"	"4"	"4"	"3"	"311"	"9"	"973"	"110"	"96"	"Maybe"	"7"	"1"	"4"	"1"	"1"	"7"	"No"	"No"	"5"	"4"	"4"	"4"	"4"	"4"	"2"	"2"	"5"	"5"	"3"	"5"	"3"	"4"	"5"	"3"	"2"	"4"	"1"	"7"	"5"	"4"	"2"	"3"	"M"	"18"	"2"	"1"	"3.8"	"5"	"8"	"5"	"7"	"6"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"265"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"6"	"16182"	"0.666666666666667"	"JC"	"2"	"1"	"0"	"549"	"19"	"1586"	"184"	"0"	"Maybe"	"2"	"4"	"2"	"4"	"4"	"2"	"No"	"No"	"7"	"5"	"5"	"1"	"1"	"2"	"1"	"1"	"5"	"5"	"1"	"2"	"1"	"1"	"7"	"1"	"1"	"3"	"5"	"7"	"6"	"7"	"7"	"7"	"M"	"19"	"5"	"1"	"3.75"	"7"	"4"	"7"	"7"	"7"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"266"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"yes"	"yes"	"1"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16182"	"0.760416666666667"	"DT"	"4"	"2"	"1"	"245"	"6"	"1112"	"82"	"79"	"Yes"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"7"	"7"	"2"	"1"	"7"	"1"	"4"	"7"	"7"	"1"	"1"	"1"	"2"	"7"	"1"	"1"	"7"	"7"	"7"	"7"	"1"	"7"	"7"	"M"	"23"	"5"	"5-Fifth year"	"2.75"	"5"	"0"	"3"	"10"	"-7"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"267"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"no"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16182"	"0.802083333333333"	"DT"	"4"	"3"	"0"	"400"	"19"	"182"	"386"	"0"	"No"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"3"	"5"	"6"	"5"	"3"	"1"	"1"	"4"	"2"	"2"	"5"	"4"	"5"	"3"	"7"	"3"	"6"	"7"	"5"	"7"	"7"	"7"	"7"	"7"	"M"	"18"	"5"	"1"	"3.2"	"2"	"6"	"1"	"3"	"9"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"268"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"no"	"yes"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16182"	"0.802083333333333"	"MB"	"2"	"4"	"5"	"567"	"3"	"1666"	"101"	"118"	"Yes"	"4"	"1"	"4"	"4"	"2"	"3"	"No"	"No"	"5"	"3"	"5"	"6"	"4"	"3"	"5"	"5"	"5"	"6"	"4"	"6"	"6"	"3"	"4"	"2"	"4"	"6"	"4"	"6"	"6"	"3"	"6"	"7"	"M"	"20"	"5"	"3"	"2.9"	"3"	"5"	"2"	"10"	"5"	"5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"269"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16183"	"0.420138888888889"	"RP"	"2"	"1"	"0"	"403"	"14"	"993"	"189"	"0"	"Yes"	"2"	"3"	"4"	"4"	"4"	"4"	"No"	"No"	"7"	"6"	"6"	"2"	"2"	"4"	"3"	"5"	"5"	"6"	"3"	"1"	"2"	"4"	"5"	"3"	"5"	"5"	"2"	"3"	"5"	"5"	"5"	"4"	"M"	"21"	"5"	"3"	"2.8"	"3"	"0"	"3"	"5"	"4"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"27"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"No"	"3"	"AM"	"CH"	"AM"	"AM"	"CH"	"2"	"?"	"?"	"Malory"	"2"	"3"	"0"	"514"	"17"	"478"	"327"	"0"	"Yes"	"3"	"3"	"3"	"1"	"4"	"4"	"No"	"No"	"7"	"5"	"6"	"4"	"3"	"2"	"2"	"2"	"3"	"4"	"3"	"2"	"3"	"2"	"6"	"3"	"5"	"6"	"4"	"6"	"6"	"6"	"4"	"5"	"M"	"19"	"5"	"2"	"2.9"	"5"	"-4"	"3"	"9"	"0"	"1"	"0.973931674800619"	"0.951398601398601"	"840.1"	"85.97"	"818.2"	"76.93"	"816.3"	"69.79"	"858"	"87.26"	"1"	"Nonviolent"	"Easy"
"270"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"4"	"16183"	"0.461805555555556"	"RP"	"2"	"2"	"5"	"228"	"3"	"1011"	"50"	"107"	"No"	"5"	"3"	"2"	"2"	"2"	"4"	"No"	"No"	"6"	"5"	"6"	"6"	"5"	"6"	"3"	"6"	"5"	"6"	"3"	"5"	"5"	"6"	"6"	"3"	"2"	"6"	"5"	"5"	"4"	"3"	"4"	"6"	"M"	"29"	"5"	"4"	"3"	"7"	"6"	"6"	"9"	"7"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"271"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"yes"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16183"	"0.5"	"KH"	"4"	"3"	"0"	"462"	"15"	"1415"	"219"	"0"	"Maybe"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"4"	"6"	"1"	"1"	"5"	"1"	"2"	"6"	"7"	"1"	"1"	"1"	"2"	"7"	"2"	"5"	"3"	"2"	"7"	"6"	"6"	"6"	"6"	"M"	"21"	"1"	"3"	"3.85"	"-1"	"-7"	"-2"	"4"	"4"	"-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"272"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"maybe"	"yes"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16183"	"0.5"	"EM"	"2"	"4"	"2"	"202"	"5"	"532"	"57"	"76"	"Yes"	"5"	"4"	"4"	"1"	"4"	"4"	"No"	"No"	"6"	"5"	"5"	"5"	"4"	"4"	"3"	"5"	"5"	"5"	"5"	"5"	"3"	"5"	"6"	"2"	"4"	"5"	"3"	"5"	"5"	"5"	"3"	"5"	"M"	"19"	"5"	"1"	"3.5"	"9"	"10"	"9"	"10"	"8"	"9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"273"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"maybe"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16183"	"0.590277777777778"	"HG"	"2"	"1"	"0"	"333"	"19"	"501"	"210"	"0"	"Yes"	"7"	"4"	"5"	"2"	"3"	"7"	"No"	"No"	"7"	"4"	"5"	"2"	"2"	"7"	"2"	"2"	"6"	"6"	"2"	"3"	"2"	"4"	"6"	"2"	"5"	"4"	"3"	"6"	"4"	"6"	"4"	"5"	"M"	"19"	"5"	"1"	"3.5"	"5"	"-1"	"2"	"7"	"0"	"3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"274"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"yes"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16183"	"0.590277777777778"	"HG"	"2"	"2"	"1"	"218"	"6"	"942"	"64"	"61"	"Yes"	"6"	"2"	"6"	"3"	"4"	"5"	"No"	"No"	"7"	"6"	"7"	"6"	"5"	"6"	"3"	"5"	"5"	"7"	"3"	"6"	"4"	"2"	"7"	"1"	"2"	"6"	"6"	"7"	"5"	"5"	"6"	"7"	"M"	"19"	"5"	"1"	"3.2"	"2"	"1"	"5"	"4"	"-4"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"275"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"no"	"maybe"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16183"	"0.590277777777778"	"HG"	"2"	"3"	"0"	"479"	"16"	"2149"	"179"	"0"	"Yes"	"7"	"1"	"5"	"1"	"1"	"6"	"No"	"No"	"7"	"4"	"4"	"3"	"2"	"5"	"2"	"3"	"3"	"5"	"1"	"1"	"3"	"3"	"6"	"5"	"3"	"5"	"5"	"5"	"4"	"6"	"5"	"6"	"M"	"22"	"5"	"4"	"2.7"	"7"	"6"	"6"	"7"	"2"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"276"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"no"	"yes"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"8"	"16188"	"0.625"	"LK"	"4"	"4"	"1"	"337"	"9"	"1247"	"125"	"65"	"Yes"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"7"	"7"	"7"	"3"	"3"	"1"	"2"	"7"	"7"	"4"	"6"	"2"	"6"	"7"	"3"	"3"	"7"	"6"	"6"	"6"	"7"	"7"	"7"	"M"	"18"	"2"	"1"	"3.76"	"7"	"4"	"4"	"9"	"6"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"277"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"yes"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16188"	"0.631944444444444"	"HG"	"2"	"1"	"0"	"218"	"22"	"126"	"168"	"0"	"Yes"	"5"	"1"	"5"	"1"	"1"	"7"	"No"	"No"	"5"	"1"	"1"	"1"	"1"	"5"	"1"	"1"	"5"	"5"	"5"	"5"	"1"	"5"	"3"	"5"	"2"	"1"	"1"	"5"	"3"	"3"	"3"	"5"	"M"	"18"	"5"	"1"	"3.5"	"2"	"-7"	"0"	"3"	"-5"	"-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"278"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"maybe"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16188"	"0.625"	"LK"	"4"	"2"	"0"	"347"	"12"	"1246"	"110"	"73"	"Yes"	"6"	"1"	"5"	"4"	"4"	"4"	"No"	"No"	"7"	"5"	"5"	"1"	"4"	"6"	"2"	"3"	"6"	"7"	"2"	"3"	"4"	"3"	"6"	"2"	"6"	"5"	"2"	"4"	"4"	"3"	"2"	"2"	"M"	"20"	"5"	"2"	"3"	"6"	"7"	"7"	"8"	"8"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"278 B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-8"	"-8"	"-9"	"-8"	"-10"	"-9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"279"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"maybe"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"4"	"16189"	"0.625"	"RP"	"2"	"3"	"0"	"412"	"14"	"1559"	"129"	"0"	"Maybe"	"5"	"3"	"3"	"3"	"3"	"3"	"No"	"No"	"6"	"2"	"3"	"2"	"2"	"2"	"2"	"4"	"4"	"3"	"3"	"2"	"5"	"3"	"5"	"1"	"2"	"3"	"2"	"5"	"5"	"5"	"3"	"5"	"M"	"19"	"5"	"2"	"2"	"4"	"1"	"0"	"6"	"5"	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"28"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"Maybe"	"No"	"3"	"AM"	"CH"	"AM"	"AM"	"CH"	"7"	"41548"	"0.635416666666667"	"Danielle"	"4"	"4"	"2"	"381"	"9"	"1700"	"85"	"74"	"Maybe"	"1"	"4"	"1"	"2"	"5"	"4"	"No"	"No"	"7"	"5"	"6"	"2"	"2"	"2"	"1"	"5"	"6"	"7"	"1"	"4"	"1"	"4"	"7"	"1"	"2"	"5"	"."	"."	"."	"."	"."	"."	"M"	"18"	"5"	"1"	"3.8"	"5"	"7"	"2"	"9"	"6"	"5"	"0.929913125146748"	"0.989916594049546"	"851.8"	"82.24"	"792.1"	"81.29"	"795.2"	"79.93"	"803.3"	"84.79"	"1"	"Nonviolent"	"Hard"
"280"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TG"	NA	NA	NA	"16189"	"0.666666666666667"	"RP"	"2"	"4"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"281"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"yes "	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"8"	"16189"	"0.666666666666667"	"JC"	"4"	"1"	"0"	"171"	"5"	"98"	"123"	"0"	"Yes"	"4"	"4"	"1"	"2"	"2"	"6"	"No"	"No"	"7"	"5"	"5"	"2"	"1"	"5"	"3"	"2"	"5"	"5"	"1"	"1"	"3"	"2"	"7"	"5"	"3"	"5"	"2"	"6"	"4"	"5"	"2"	"6"	"M"	"19"	"5"	"1"	"3"	"8"	"6"	"7"	"10"	"7"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"282"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"yes"	"no (not very much)"	"5"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16189"	"0.760416666666667"	"DT "	"4"	"2"	"0"	"294"	"9"	"1114"	"93"	"58"	"Yes"	"5"	"4"	"4"	"1"	"3"	"4"	NA	NA	"7"	"5"	"6"	"5"	"3"	"6"	"2"	"2"	"7"	"5"	"2"	"5"	"3"	"4"	"6"	"5"	"5"	"6"	"2"	"7"	"3"	"6"	"3"	"5"	"M"	"18"	"6-Asian"	"1"	"3.3"	"8"	"8"	"7"	"8"	"8"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"283"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"no"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"1"	"16189"	"0.760416666666667"	"MB"	"2"	"3"	"0"	"568"	"19"	"2155"	"236"	"0"	"Yes"	"4"	"3"	"4"	"3"	"1"	"5"	NA	NA	"7"	"2"	"3"	"1"	"1"	"1"	"1"	"1"	"1"	"6"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"4"	"1"	"6"	"6"	"6"	"3"	"4"	"M"	"18"	"5"	"1"	"3.1"	"4"	"2"	"1"	"7"	"-1"	"-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"284"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"yes"	"1"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16189"	"0.802083333333333"	"MB"	"2"	"4"	"0"	"343"	"11"	"1381"	"109"	"36"	"Yes"	"5"	"1"	"5"	"1"	"1"	"7"	NA	NA	"7"	"4"	"5"	"3"	"3"	"3"	"2"	"1"	"3"	"4"	"4"	"4"	"3"	"1"	"6"	"3"	"3"	"3"	"2"	"5"	"5"	"5"	"2"	"3"	"M"	"1"	"5"	"1"	"3.8"	"6"	"5"	"6"	"10"	"9"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"285"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"maybe"	"yes"	"1"	"TG"	"TG"	"TG"	"TG"	"TG"	"8"	"16189"	"0.802083333333333"	"DT"	"4"	"1"	"0"	"441"	"14"	"371"	"274"	"0"	"Yes"	"6"	"2"	"4"	"4"	"3"	"5"	NA	NA	"5"	"4"	"5"	"2"	"3"	"6"	"3"	"3"	"4"	"4"	"1"	"1"	"3"	"2"	"5"	"1"	"2"	"4"	"5"	"7"	"7"	"5"	"4"	"5"	"M"	"19"	"5"	"1"	"3.1"	"7"	"5"	"4"	"4"	"9"	"9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"286"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16190"	"0.458333333333333"	"RP"	"4"	"2"	"3"	"229"	"5"	"864"	"70"	"86"	"Yes"	"4"	"1"	"3"	"1"	"1"	"5"	NA	NA	"7"	"6"	"7"	"4"	"1"	"2"	"1"	"5"	"7"	"7"	"2"	"5"	"1"	"2"	"7"	"1"	"1"	"7"	"6"	"7"	"7"	"7"	"1"	"5"	"M"	"20"	"5"	"2"	"3.3"	"9"	"10"	"8"	"10"	"9"	"9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"287"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"no"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16190"	"0.458333333333333"	"JH"	"2"	"3"	"0"	"444"	"15"	"407"	"312"	"0"	"No"	"3"	"4"	"5"	"4"	"4"	"5"	NA	NA	"6"	"6"	"7"	"1"	"2"	"4"	"2"	"4"	"6"	"6"	"3"	"3"	"2"	"2"	"6"	"2"	"3"	"6"	"missing"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"6"	"6"	"8"	"8"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"288"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"no"	"1"	"TG"	NA	"TG"	"TG"	"TG"	NA	"16190"	"0.5"	"KH"	"2"	"4"	"4"	"442"	"10"	"2074"	"202"	"131"	NA	"3"	"2"	"2"	"4"	"2"	"3"	NA	NA	"6"	"4"	"6"	"5"	"3"	"2"	"2"	"6"	"6"	"6"	"3"	"5"	"2"	"5"	"6"	"2"	"3"	"5"	"4"	"6"	"6"	"6"	"5"	"7"	"M"	"21"	"5"	"3"	"3.1"	"5"	"7"	"5"	"5"	"8"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"289"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"XXXXX"	"no"	"XXXXXX"	"TG"	NA	"TG"	"TG"	"TG"	NA	"16190"	"0.5"	"EM"	"4"	"1"	"0"	"727"	"22"	"3227"	"136"	"0"	"No"	"missing"	NA	NA	NA	NA	NA	NA	NA	"7"	"3"	"5"	"1"	"1"	"6"	"1"	"1"	"6"	"6"	"3"	"1"	"1"	"3"	"7"	"1"	"5"	"6"	"7"	"7"	"7"	"6"	"6"	"7"	"M"	"19"	"2"	"1"	"2.9"	"8"	"7"	"6"	"9"	"7"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
